File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/700dc064/kerkstraat,Apartment Kerkstraat 127 B,1017 GE (Grachtengordel-Zuid),2400,84,3,Upholstered or furnished,"Luxurious, fully furnished, Penthouse apartment (approx. 84 m2) with two bedrooms and large roof terrace, in the middle of Kerkstraat in Amsterdam.",3 weeks,01-09-2022,Specifics are not available,Upkeep is not available,160,Apartment,Existing building,1005,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/700dc064/amsterdam/vastgoed-unie-makelaardij/request-details,2022-08-03 17:22:07
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/92cde2d7/prinsengracht,Apartment Prinsengracht 625 2,1016 HV (Grachtengordel-West),3250,120,4,Upholstered,NEW FOR RENT!,7 weeks,Not available to book,Specifics are not available,Excellent,325,Apartment,Existing building,1005,By the water,2,1,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/92cde2d7/amsterdam/27-huis-makelaars/request-details,2022-08-03 17:23:56
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/3c0d0f7e/prinsengracht,Apartment Prinsengracht 701 2A,1017 JV (Grachtengordel-Zuid),2050,60,2,Upholstered or furnished,Exclusively for rent at de Hollandsche Makelaardij a beautiful apartment on the Prinsengracht in Amsterdam-Centre:,23-07-2022,Not available to book,Monumental building,Good,144,Apartment,Existing building,1005,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3c0d0f7e/amsterdam/hollandsche-makelaardij/request-details,2022-08-03 17:26:13
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/2bd720f0/leliegracht,Apartment Leliegracht 12 1,1015 DE (Grachtengordel-West),2250,95,2,Furnished,Maximum 6 Months,3+ months,Not available to book,Specifics are not available,Upkeep is not available,300,Apartment,Existing building,1005,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/2bd720f0/amsterdam/amsterdam-housing/request-details,2022-08-03 17:27:21
amsterdam_8.csv,https://www.pararius.com/apartment-for-rent/amsterdam/06f2c6e0/nieuwe-leliestraat,Apartment Nieuwe Leliestraat 66 H,1015 SV (Jordaan),2750,78,3,Upholstered or furnished,Living in a historical building in famous Jordaan area! Fully renovated double floor unit with garden!,10-08-2022,01-09-2022,"Accessible for seniors, monumental building",Excellent,250,Apartment,Existing building,1005,Location type is not available,2,1,2,Not present,"Present (15 m², located on the north-west)",Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/06f2c6e0/amsterdam/vastgoed-unie-makelaardij/request-details,2022-08-10
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/18bb0b5f/herengracht,Apartment Herengracht 26 I,1015 BL (Grachtengordel-West),2500,74,2,Furnished,"Charming, high-quality 1-bedroom apartment (approx. 74sqm) located on a prime location with a beautiful view over the Herengracht canal! ",22-07-2022,Not available to book,Monumental building,Upkeep is not available,225,Apartment,Existing building,1615,Location type is not available,1,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/18bb0b5f/amsterdam/listings/request-details,2022-08-03 17:26:15
amsterdam_1.csv,https://www.pararius.com/house-for-rent/amsterdam/5c31c721/egelantiersgracht,House Egelantiersgracht 103,1015 RG (Jordaan),3495,110,4,Upholstered,Charming upholstered house for rent in Amsterdam with 3 bedrooms in the Jordaan district.,6 weeks,consultation,Monumental building,Good,407,House,Existing building,1617,Location type is not available,3,2,6,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/5c31c721/amsterdam/pc22-makelaars-taxateurs-o-z/request-details,2022-08-03 17:27:02
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/dbba24fc/keizersgracht,Apartment Keizersgracht,1015 CJ (Grachtengordel-West),3500,110,3,Interior is not available,"Keizersgracht 133 D, 1015 CJ Amsterdam",26-07-2022,Not available to book,Monumental building,Good,349,Apartment,Existing building,1620,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/dbba24fc/amsterdam/heeren-makelaars-b-v/request-details,2022-08-03 17:20:18
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/3fcfbe0b/singel,Apartment Singel 518,1017 AX (Grachtengordel-Zuid),2750,105,3,Interior is not available,"A unique, spacious and fully renovated two bedroom apartment in a national monument, the former Pakhuis d'Eendragt on the Bloemenmarkt. This beautiful apartment on the second floor is located in the center of Amsterdam with a great view over the Bloemenmarkt, the Singel and the Munttoren. The apartment has a spacious living room with French balcony, open kitchen, two bedrooms and a luxurious bathroom.",2 months,Not available to book,"Accessible for disabled people, accessible for seniors, monumental building, protected townscape",Good,304,Apartment,Existing building,1625,In the city centre,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3fcfbe0b/amsterdam/forte-makelaars/request-details,2022-08-03 17:27:13
amsterdam_6.csv,https://www.pararius.com/apartment-for-rent/amsterdam/42b212a7/singel,Apartment Singel,1017 AV (Grachtengordel-Zuid),2250,90,2,Furnished,"Beautiful historic building on the edge of two canals, with views of three canals. Located near the Nine Streets, Jordaan and downtown area.",08-08-2022,consultation,Monumental building,Good,213,Apartment,Existing building,1637,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/42b212a7/amsterdam/absolute-housing/request-details,2022-08-08
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c26f772c/bloemgracht,Apartment Bloemgracht 110 B,1015 TN (Jordaan),2650,103,4,Furnished,Lovely ground floor split level apartment with garden in the popular Jordaan. ,03-08-2022,02-09-2022,Monumental building,Good,225,Apartment,Existing building,1644,Location type is not available,2,Number of bathrooms is not available,4,Not present,Details of garden is not available,Present,Vrijstaand hout,Yes,https://www.pararius.com/contact/c26f772c/amsterdam/dutch-housing-centre-bv/request-details,2022-08-03 17:18:05
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/70674fba/prinseneiland,Apartment Prinseneiland,1013 LP (Haarlemmerbuurt),1900,65,2,Furnished,Do you want to live in a beautiful monumental building (b.1664) in the center of Amsterdam? This spacious two-room apartment of approximately 75m2 is fully equipped. The kitchen and bathroom are very complete with all appliances built in and the bathroom has a bath and separate shower. A real 'eyecatcher' in the house are the original wooden beams on the ceiling.,22-07-2022,Not available to book,Specifics are not available,Good,162,Apartment,Existing building,1664,Location type is not available,1,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/70674fba/amsterdam/compass-housing-amsterdam/request-details,2022-08-04 22:32:15
amsterdam_7.csv,https://www.pararius.com/apartment-for-rent/amsterdam/9ba1e6bb/herengracht,Apartment Herengracht,1017 CD (Grachtengordel-Zuid),470,125,3,Furnished,"Beautiful apartment in National Monumental building (approx 125m2) with stunning views of the canal. This residence is equipped with luxury and comfort including access and use of indoor swimming pool, sauna and royal private garden. Located on a great location  near the Waldorf Astoria Hotel and around the corner from the Utrechtsestraat and the Amstel.",09-08-2022,Not available to book,Specifics are not available,Excellent,312,Apartment,Existing building,1667,By the water,2,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9ba1e6bb/amsterdam/prestige-housing/request-details,2022-08-09
amsterdam_10.csv,https://www.pararius.com/apartment-for-rent/amsterdam/a6b2a261/keizersgracht,Apartment Keizersgracht 734 C,1017 EW (Grachtengordel-Zuid),3500,136,3,Upholstered,Keizersgracht 734 C,12-08-2022,Not available to book,Monumental building,Upkeep is not available,328,Apartment,Existing building,1671,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/a6b2a261/amsterdam/27-huis-makelaars/request-details,2022-08-12
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/495ab05d/keizersgracht,Apartment Keizersgracht 740 A,1017 EX (Grachtengordel-Zuid),2500,120,2,Furnished,Beautifully modern yet classic ground floor apartment in a monumental canal house in the center of Amsterdam. Located on one of the most beautiful parts of the historic canal belt.,6 weeks,Not available to book,Specifics are not available,Upkeep is not available,348,Apartment,Existing building,1672,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/495ab05d/amsterdam/urban-homies/request-details,2022-08-03 17:23:45
amsterdam_2.csv,https://www.pararius.com/house-for-rent/amsterdam/9081ae95/nieuwe-looiersstraat,House Nieuwe Looiersstraat,1017 VB (De Weteringschans),4750,159,4,Furnished,"Unique property with a roof deck, situated in Amsterdam's canal district.",04-08-2022,consultation,Specifics are not available,Excellent,738,House,Existing building,1672,Location type is not available,3,2,3,Not present,Present (25 m²),Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9081ae95/amsterdam/eefje-voogd-makelaardij-2/request-details,2022-08-04 22:28:16
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/0c07cfaa/prinsengracht,Apartment Prinsengracht,1015 DT (Grachtengordel-West),2850,130,3,Upholstered,"Prinsengracht, Amsterdam-Jordaan",02-08-2022,Not available to book,Specifics are not available,Reasonable,350,Apartment,Existing building,1675,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/0c07cfaa/amsterdam/inxxx-rentals/request-details,2022-08-03 17:18:18
amsterdam_14.csv,https://www.pararius.com/apartment-for-rent/amsterdam/010319ff/prinsengracht,Apartment Prinsengracht,1017 KP (Grachtengordel-Zuid),3750,120,3,Interior is not available,Apartment for rent in Amsterdam with 2 bedrooms in the Grachtengordel-Zuid district.,15-08-2022,Not available to book,Specifics are not available,Excellent,430,Apartment,Existing building,1680,Location type is not available,2,1,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/010319ff/amsterdam/clairesrealestate/request-details,2022-08-17
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/569fb7c4/keizersgracht,Apartment Keizersgracht 441,1017 DJ (Grachtengordel-Zuid),7500,277,7,Furnished,Beautifully restored canal house apartment on the majestic Keizersgracht in Amsterdam.,25-08-2022,Not available to book,Monumental building,Excellent,1.1,Apartment,Existing building,1684,Location type is not available,4,3,4,Not present,"Present (118 m², located on the north-east)",Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/569fb7c4/amsterdam/parker-williams-real-estate-services/request-details,25-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/cb7d39c7/oudeschans,Apartment Oudeschans 18 III,1011 LA (Nieuwmarkt/Lastage),3500,100,3,Furnished,Apartment for rent in Amsterdam with 2 bedrooms in the Nieuwmarkt/Lastage district.,21-07-2022,consultation,Specifics are not available,Excellent,320,Apartment,Existing building,1685,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/cb7d39c7/amsterdam/de-la-haye-makelaardij-o-g-amsterdam/request-details,2022-08-03 17:21:09
amsterdam_1.csv,https://www.pararius.com/house-for-rent/amsterdam/30c5b578/keizersgracht,House Keizersgracht 786,1017 EC (Grachtengordel-Zuid),13000,450,12,Upholstered,A stunning nostalgic canal house with enormous appeal.,3 months,Not available to book,Specifics are not available,Excellent,1.260,House,Existing building,1688,Location type is not available,6,4,5,Not present,Details of garden is not available,Present,Aangebouwd steen,Yes,https://www.pararius.com/contact/30c5b578/amsterdam/broersma-makelaardij/request-details,2022-08-03 17:24:43
amsterdam_3.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c1023e5f/keizersgracht,Apartment Keizersgracht,1017 EM (Grachtengordel-Zuid),10750,320,7,Furnished,Delightful furnished apartment with garden for rent in Amsterdam with 5 bedrooms in the Grachtengordel-Zuid district.,05-08-2022,consultation,Monumental building,Good,1.229,Apartment,Existing building,1695,Location type is not available,5,4,4,Present,"Present (221 m², located on the west)",Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c1023e5f/amsterdam/von-poll-real-estate-zuidas/request-details,2022-08-05
amsterdam_14.csv,https://www.pararius.com/apartment-for-rent/amsterdam/cb8d0d99/beulingstraat,Apartment Beulingstraat 4 N,1017 BA (Grachtengordel-Zuid),1800,50,2,Furnished,"Please send your request by e-mail, we do not schedule viewings by phone! ",15-08-2022,12-09-2022,Specifics are not available,Upkeep is not available,125,Apartment,Existing building,1700,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/cb8d0d99/amsterdam/27-huis-makelaars/request-details,2022-08-17
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/a907a2e0/keizersgracht,Apartment Keizersgracht 114,1015 CV (Grachtengordel-West),3000,80,4,Furnished,VIEW THE VIDEO ON THE ESTATE AGENT'S WEBSITE,23-08-2022,01-10-2022,Specifics are not available,Excellent,290,Apartment,Existing building,1700,By the water,1,1,2,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/a907a2e0/amsterdam/oei-housing-amsterdam-expat-apartments/request-details,25-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/44634ad2/oudezijds-kolk,Apartment Oudezijds Kolk 13,1012 AL (Burgwallen-Oude Zijde),2950,140,2,Furnished,Introduction,8 weeks,Not available to book,Specifics are not available,Good,392,Apartment,Existing building,1709,By the water,1,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/44634ad2/amsterdam/oei-housing-amsterdam-expat-apartments/request-details,2022-08-03 17:24:13
amsterdam_28.csv,https://www.pararius.com/apartment-for-rent/amsterdam/62acd338/herengracht,Apartment Herengracht 579 3,1017 CD (Grachtengordel-Zuid),3950,130,3,Upholstered or furnished,Stunning penthouse at one of the prime parts of the Amsterdam Canal area. ,01-09-2022,01-11-2022,Monumental building,Excellent,305,Apartment,Existing building,1710,Location type is not available,2,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/62acd338/amsterdam/parker-williams-real-estate-services/request-details,2022-09-02
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/750e58db/keizersgracht,Apartment Keizersgracht 87 L,1015 CG (Grachtengordel-West),2800,70,2,Furnished,"Light, very quiet apartment with luxurious bathroom, spacious bedroom and balcony on the beautiful and very deep inner gardens of the Keizersgracht. Featuring beautiful herringbone wooden floors, high ceilings, a bedroom with extra terrace, double glazing and laundry room with washing machine and dryer.",27-07-2022,01-09-2022,Specifics are not available,Excellent,210,Apartment,Existing building,1720,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/750e58db/amsterdam/amsterdam-beautiful-property-rental/request-details,2022-08-03 17:19:56
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c4f5784b/keizersgracht,Apartment Keizersgracht 385 B,1016 EJ (Grachtengordel-West),9750,300,5,Upholstered or furnished,"This recently completely renovated building is located on one of the most beautiful places of the canal belt, on the Keizersgracht near the Leidsegracht.",3 months,consultation,Monumental building,Upkeep is not available,950,Apartment,Existing building,1720,Location type is not available,4,2,4,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c4f5784b/amsterdam/parker-williams-real-estate-services/request-details,2022-08-03 17:24:54
amsterdam_15.csv,https://www.pararius.com/apartment-for-rent/amsterdam/517415bd/keizersgracht,Apartment Keizersgracht,1016 GD (Grachtengordel-West),4500,121,3,Upholstered or furnished,"Keizersgracht 446B, Amsterdam ",17-08-2022,consultation,Monumental building,Good,480,Apartment,Existing building,1720,Location type is not available,2,2,2,Not present,Present (44 m²),Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/517415bd/amsterdam/engel-en-volkers-amsterdam-centrum/request-details,18-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/6cc70544/keizersgracht,Apartment Keizersgracht 158 **,1015 CX (Grachtengordel-West),2150,80,4,Interior is not available,(EN),2 weeks,Not available to book,Specifics are not available,Excellent,240,Apartment,Existing building,1721,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6cc70544/amsterdam/a1-executive-estate/request-details,2022-08-03 17:21:28
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/bb40a8c9/nieuwezijds-voorburgwal,Apartment Nieuwezijds Voorburgwal 308 E,1012 RV (Burgwallen-Nieuwe Zijde),2500,96,3,Furnished,"The rental price of this apartment is exclusive Gas/Electricity/Water, TV/Internet and local Taxes. ",4 weeks,01-09-2022,Specifics are not available,Upkeep is not available,270,Apartment,Existing building,1723,Location type is not available,2,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/bb40a8c9/amsterdam/amsterdam-housing/request-details,2022-08-03 17:26:46
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/165d7978/nieuwezijds-voorburgwal,Apartment Nieuwezijds Voorburgwal 308 L,1012 RV (Burgwallen-Nieuwe Zijde),2950,120,3,Upholstered or furnished,NEW FOR RENT,04-08-2022,Not available to book,Monumental building,Upkeep is not available,360,Apartment,Existing building,1723,Location type is not available,2,1,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/165d7978/amsterdam/27-huis-makelaars/request-details,2022-08-04 22:28:12
amsterdam_4.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c027fdf4/krom-boomssloot,Apartment Krom Boomssloot 63 E,1011 GS (Nieuwmarkt/Lastage),1750,63,2,Furnished,Great fully furnished loft apartment in a beautiful canal house.,05-08-2022,01-09-2022,Monumental building,Upkeep is not available,192,Apartment,Existing building,1723,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c027fdf4/amsterdam/parker-williams-real-estate-services/request-details,2022-08-06
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/8bba0698/monnikenstraat,Apartment Monnikenstraat 18 1,1012 BP (Burgwallen-Oude Zijde),1750,55,2,Upholstered,"Monnikenstraat 18 -1, 1012 BP Amsterdam",04-08-2022,Not available to book,Specifics are not available,Good,150,Apartment,Existing building,1725,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/8bba0698/amsterdam/prinsen-residence-international/request-details,2022-08-04 22:37:54
amsterdam_20.csv,https://www.pararius.com/apartment-for-rent/amsterdam/4374ca4a/molensteeg,Apartment Molensteeg 1 B,1012 BG (Burgwallen-Oude Zijde),2100,78,3,Upholstered,Nice apartment on a corner and therefore very light with 2 bedrooms. The house is neat and unfurnished and is approximately 78 m2 in size. It is located within walking distance of the central station and right in the bustling city center.,22-08-2022,Not available to book,Specifics are not available,Good,234,Apartment,Existing building,1733,In the city centre,2,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4374ca4a/amsterdam/expat-rental-scout-zandvoort/request-details,22-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/62751e50/singel,Apartment Singel,1015 AD (Grachtengordel-West),3250,114,3,Interior is not available,Charming apartment for rent in Amsterdam with 1 bedroom in the Grachtengordel-West district.,3 months,consultation,"Monumental building, protected townscape",Good,420,Apartment,Existing building,1740,Location type is not available,1,1,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/62751e50/amsterdam/mar-j-heule/request-details,2022-08-03 17:24:50
amsterdam_14.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c0311b9f/singel,Apartment Singel 259 II,1012 WG (Burgwallen-Nieuwe Zijde),2100,111,2,Furnished,Details:,15-08-2022,03-10-2022,Specifics are not available,Upkeep is not available,393,Apartment,Existing building,1740,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/c0311b9f/amsterdam/amsterdam-housing/request-details,2022-08-17
amsterdam_17.csv,https://www.pararius.com/apartment-for-rent/amsterdam/0793e75a/singel,Apartment Singel,1015 AD (Grachtengordel-West),2950,114,3,Interior is not available,Charming apartment for rent in Amsterdam with 1 bedroom in the Grachtengordel-West district.,3+ months,consultation,"Monumental building, protected townscape",Good,420,Apartment,Existing building,1740,Location type is not available,1,1,3,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0793e75a/amsterdam/mar-j-heule/request-details,21-08-2022
amsterdam_1.csv,https://www.pararius.com/house-for-rent/amsterdam/51346c3c/singel,House Singel,1012 VC (Burgwallen-Nieuwe Zijde),6250,200,7,Upholstered,"LIGHT AND STATELY, FULLY RENOVATED CANAL HOUSE IN A QUIET LOCATION ON THE SINGEL NEAR THE DOME CHURCH!",4 weeks,consultation,Monumental building,Excellent,632,House,Existing building,1745,Location type is not available,5,3,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/51346c3c/amsterdam/von-poll-real-estate-centrum/request-details,2022-08-03 17:23:00
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/eb76997d/prinsengracht,Apartment Prinsengracht 491 B,1016 HR (Grachtengordel-West),3500,159,3,Furnished,What a picture! Beautiful authentic former warehouse apartment with an elevator on the Prinsengracht!,2 weeks,Not available to book,Specifics are not available,Good,426,Apartment,Existing building,1747,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/eb76997d/amsterdam/yourhome-makelaars/request-details,2022-08-03 17:21:18
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/94a83463/wagenstraat,Apartment Wagenstraat,1017 CZ (Grachtengordel-Zuid),3100,90,3,Upholstered,"Located on the Amstel just between the Waterlooplein & Rembrandtplein, we offer this unfurnished 2 bedroom apartment of ca 90m2. Located on the 2nd (top floor) of a small building, overlooking the Amstel river. Great location with all bars, restaurants, public transport and city high lights in the direct vicinity.",29-07-2022,Not available to book,Specifics are not available,Good,275,Apartment,Existing building,1750,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/94a83463/amsterdam/rotsvast-amsterdam/request-details,2022-08-03 17:19:20
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/10343b36/keizersgracht,Apartment Keizersgracht,1017 ES (Grachtengordel-Zuid),2750,115,3,Upholstered,"Beautiful, unique and attractive canal apartment with terrace at the rear and with a view over the canal at the front.",27-07-2022,consultation,Monumental building,Good,375,Apartment,Existing building,1750,In the city centre,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/10343b36/amsterdam/makelaarskantoor-babs-persoons-b-v/request-details,2022-08-03 17:20:03
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/2229214c/herengracht,Apartment Herengracht 579 1,1017 CD (Grachtengordel-Zuid),5650,127,3,Furnished,"When you think of Amsterdam, you think of the world-famous canal belt. When many centuries ago the canal belt was built as a prestigious new residential area for the wealthy Amsterdammers, it was already a unique and very exclusive plan. The houses are often built as true city palaces, and over the years these monumental buildings have been extensively rebuilt, renovated and divided into apartments. The canal belt offers a nice mix of nationalities and is therefore a very desirable neighborhood to live in. In terms of shops, restaurants as well as parks and public transport: everything is within walking distance. Likewise here. With the Utrechtsestraat on the corner with its many shops and restaurants, the Rembrandtplein, the many museums at the Museumplein, the Hermitage, the theaters and cinema around the Leidseplein: almost everything is in close proximity.",2 months,Not available to book,Monumental building,Excellent,440,Apartment,Existing building,1750,Location type is not available,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2229214c/amsterdam/parker-williams-real-estate-services/request-details,2022-08-03 17:24:27
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/cc193b6a/lijnbaansgracht,Apartment Lijnbaansgracht,1016 VX (Jordaan),7500,178,2,Upholstered or furnished,Exceptionally beautiful LOFT of approx. 178 m2 with a spacious roof terrace. The house is fully furnished and designed by TANK DESIGN. The house is furnished and equipped with all comforts.,3 months,05-11-2022,Monumental building,Excellent,843,Apartment,Existing building,1750,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/cc193b6a/amsterdam/kerkvliet-makelaars/request-details,2022-08-03 17:24:46
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/0061176f/herengracht,Apartment Herengracht 579 1,1017 CD (Grachtengordel-Zuid),5650,127,3,Furnished,"When you think of Amsterdam, you think of the world-famous canal belt. When many centuries ago the canal belt was built as a prestigious new residential area for the wealthy Amsterdammers, it was already a unique and very exclusive plan. The houses are often built as true city palaces, and over the years these monumental buildings have been extensively rebuilt, renovated and divided into apartments. The canal belt offers a nice mix of nationalities and is therefore a very desirable neighborhood to live in. In terms of shops, restaurants as well as parks and public transport: everything is within walking distance. Likewise here. With the Utrechtsestraat on the corner with its many shops and restaurants, the Rembrandtplein, the many museums at the Museumplein, the Hermitage, the theaters and cinema around the Leidseplein: almost everything is in close proximity.",2 months,Not available to book,Monumental building,Excellent,440,Apartment,Existing building,1750,Location type is not available,2,2,1,Not present,Present (96 m²),Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0061176f/amsterdam/parker-williams-real-estate-services/request-details,2022-08-04 22:36:26
amsterdam_3.csv,https://www.pararius.com/apartment-for-rent/amsterdam/ccae435e/raamstraat,Apartment Raamstraat 14 D,1016 XM (Jordaan),1650,50,2,Upholstered or furnished,ENGLISH TRANSLATION:,05-08-2022,16-09-2022,Specifics are not available,Excellent,130,Apartment,Existing building,1750,In the city centre,1,1,1,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ccae435e/amsterdam/van-huis-uit-makelaars/request-details,2022-08-05
amsterdam_15.csv,https://www.pararius.com/apartment-for-rent/amsterdam/ac1d53c6/bloemgracht,Apartment Bloemgracht,1016 KK (Jordaan),3500,75,3,Furnished,"Bloemgracht, Amsterdam-Jordaan",17-08-2022,01-09-2022,Specifics are not available,Excellent,200,Apartment,Existing building,1750,Location type is not available,2,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/ac1d53c6/amsterdam/inxxx-rentals/request-details,18-08-2022
