File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
amsterdam_28.csv,https://www.pararius.com/apartment-for-rent/amsterdam/2c6e0bb2/diezestraat,Apartment Diezestraat,1078 JR (Scheldebuurt),3750,161,5,Upholstered,"FOR RENT: SPACIOUS, LIGHT GROUND FLOOR APARTMENT OF APPROX. 161 M2 LOCATED ON A POPULAR LOCATION IN THE RIVIERENBUURT.",01-09-2022,15-10-2022,Specifics are not available,Good,588,Apartment,Existing building,1929,On a quiet road,4,2,2,Present,Present (44 m²),Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/2c6e0bb2/amsterdam/keij-stefels-makelaars-en-taxateurs/request-details,2022-09-02
amsterdam_29.csv,https://www.pararius.com/apartment-for-rent/amsterdam/ac4ef272/paramariboplein,Apartment Paramariboplein 2 2,1058 AS (Westindische Buurt),2800,97,6,Interior is not available,Lovely apartment for rent in Amsterdam with 5 bedrooms in the Westindische Buurt district.,02-09-2022,consultation,Specifics are not available,Good,280,Apartment,Existing building,1929,Location type is not available,5,2,2,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ac4ef272/amsterdam/wij-makelaardij/request-details,2022-09-03
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/9cd278ec/paramaribostraat,Apartment Paramaribostraat 156 1,1058 VR (Westindische Buurt),2950,102,4,Upholstered or furnished,"For rent Amsterdam beautiful apartment 102m2: on the first floor is a large living room with open kitchen (fully equipped). Balcony, toilet, hallway with stairs and first bedroom on this floor. On top floor another 2 nice bedrooms, beautiful bathroom including toilet, douche and bath. At the roof is a very sunny, large and private roof terrace.  ",2 weeks,01-09-2022,Specifics are not available,Good,355,Apartment,Existing building,1930,in a residential area,3,1,2,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9cd278ec/amsterdam/viadaan-nijmegen/request-details,2022-08-03 17:17:58
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/e4f654aa/piet-gijzenbrugstraat,Apartment Piet Gijzenbrugstraat 30 2,1059 XJ (Hoofddorppleinbuurt),2300,80,3,Upholstered,"Piet Gijzenbrugstraat, Amsterdam/Hoofddorpplein (80 m2) €2300,- Excl. G/W/E",02-08-2022,01-09-2022,Specifics are not available,Good,240,Apartment,Existing building,1930,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/e4f654aa/amsterdam/koops-makelaardij-amsterdam/request-details,2022-08-03 17:18:37
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/6e1b32fa/bonairestraat,Apartment Bonairestraat,1058 XL (Westindische Buurt),2350,91,3,Upholstered,"EXCL. G/W/E/TV/Wifi. Deposit 1 months. Pets are not allowed. Not suited for sharing, ideal for a couple (2nd bedroom can be used as a baby room or study room given size).",29-07-2022,06-09-2022,Specifics are not available,Good,248,Apartment,Existing building,1930,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/6e1b32fa/amsterdam/homecrew/request-details,2022-08-03 17:19:23
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/5f9bb277/maasstraat,Apartment Maasstraat 87 3,1078 HG (Scheldebuurt),2250,67,2,Furnished,Details:,25-07-2022,Not available to book,Specifics are not available,Upkeep is not available,201,Apartment,Existing building,1930,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/5f9bb277/amsterdam/amsterdam-housing/request-details,2022-08-03 17:20:27
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/de8f6383/stadionkade,Apartment Stadionkade 99 H,1076 BM (Stadionbuurt),2600,80,3,Interior is not available,Apartment with garden for rent in Amsterdam with 2 bedrooms in the Stadionbuurt district.,22-07-2022,Not available to book,Specifics are not available,Excellent,240,Apartment,Existing building,1930,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/de8f6383/amsterdam/bijleveld-makelaardij/request-details,2022-08-03 17:20:58
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c4ce061d/gerrit-van-der-veenstraat,Apartment Gerrit van der Veenstraat,1077 EH (Apollobuurt),4400,127,5,Upholstered,"In Amsterdam Old South situated nice modern fully renovated 3 bedroom and 2 bathroom apartment. Apartment has underfloor heating, Airconditioning, double glass, TV’s in every room and kitchen that are already connected to a running network. Internet up and running. Situated on the first floor and located all on one level. Situated on the corner of a nice shopping street Beethovenstraat with a Starbucks, super markets, lunch rooms, cloth shops. Line 5 tram to WTC, Amstelveen International School and Central Station. Walking distance to WTC and Wilhelminapark. Situated on 1st floor, private entrance. ",7 weeks,Not available to book,Specifics are not available,Good,360,Apartment,Existing building,1930,Location type is not available,3,2,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c4ce061d/amsterdam/tvn-real-estate/request-details,2022-08-03 17:23:59
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/6069c181/aalsmeerweg,Apartment Aalsmeerweg 37 H,1059 AB (Hoofddorppleinbuurt),3000,90,4,Upholstered,Lovely upholstered apartment with garden for rent in Amsterdam with 3 bedrooms in the Hoofddorppleinbuurt district.,3 months,Not available to book,Specifics are not available,Excellent,250,Apartment,Existing building,1930,in a residential area,3,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/6069c181/amsterdam/viadaan-nijmegen/request-details,2022-08-03 17:24:55
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/b02719f6/amstelkade,Apartment Amstelkade,1078 AZ (Scheldebuurt),2500,93,4,Furnished,ENGLISH,6 weeks,Not available to book,Specifics are not available,Excellent,280,Apartment,Existing building,1930,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b02719f6/amsterdam/the-rental-agency-amsterdam/request-details,2022-08-03 17:27:03
amsterdam_4.csv,https://www.pararius.com/apartment-for-rent/amsterdam/bb69a32c/goudsbloemstraat,Apartment Goudsbloemstraat,1015 JT (Jordaan),3000,181,5,Upholstered,**maximum 2 sharers**  ,05-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1930,Location type is not available,4,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/bb69a32c/amsterdam/inter-immo-amsterdam/request-details,2022-08-06
amsterdam_4.csv,https://www.pararius.com/apartment-for-rent/amsterdam/5603b63d/agamemnonstraat,Apartment Agamemnonstraat 3 HS,1076 LN (Stadionbuurt),2650,75,2,Upholstered,Insanely high-end renovated and stylishly upholstered 1 bedroom ground floor apartment with spacious garden on the Agamemnonstraat and the Stadionweg in Amsterdam South.,05-08-2022,01-09-2022,Specifics are not available,Excellent,278,Apartment,Existing building,1930,in a residential area,1,1,1,Details of balcony is not available,Present (40 m²),Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/5603b63d/amsterdam/huizenbalie-nl/request-details,2022-08-06
amsterdam_5.csv,https://www.pararius.com/apartment-for-rent/amsterdam/769b5b98/christiaan-de-wetstraat,Apartment Christiaan de Wetstraat,1091 NG (Transvaalbuurt),1950,50,3,Furnished,Go to hausing . com to watch the video-tour and to schedule instantly your viewing appointment. ,07-08-2022,01-09-2022,Specifics are not available,Good,216,Apartment,Existing building,1930,Location type is not available,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/769b5b98/amsterdam/hausing/request-details,2022-08-07
amsterdam_6.csv,https://www.pararius.com/apartment-for-rent/amsterdam/76ffad61/magalhaensstraat,Apartment Magalhaensstraat,1057 RV (Hoofdweg e.o.),1650,52,2,Upholstered,-TE HUUR- (English translation below),08-08-2022,Not available to book,Specifics are not available,Excellent,152,Apartment,Existing building,1930,Location type is not available,1,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/76ffad61/amsterdam/cityhop-real-estate-amsterdam/request-details,2022-08-08
amsterdam_7.csv,https://www.pararius.com/apartment-for-rent/amsterdam/b149b2a9/biesboschstraat,Apartment Biesboschstraat 32 1,1078 MT (Scheldebuurt),2200,81,3,Upholstered or furnished,Luxury spacious 2 bedroom apartment for rent. ,09-08-2022,01-09-2022,Specifics are not available,Good,230,Apartment,Existing building,1930,in a residential area,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b149b2a9/amsterdam/huizenbalie-nl/request-details,2022-08-09
amsterdam_8.csv,https://www.pararius.com/apartment-for-rent/amsterdam/a096f47b/albrecht-duererstraat,Apartment Albrecht Dürerstraat 27 *,1077 LV (Apollobuurt),1750,70,2,Furnished,RENOVATED LIGHT AND BRIGHT FULLY FURNISHED ONE BEDROOM APARTMENT OF APPROX. 70M² WITH BALCONY,10-08-2022,consultation,Specifics are not available,Good,175,Apartment,Existing building,1930,Location type is not available,1,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/a096f47b/amsterdam/peter-bruin-makelaardij/request-details,2022-08-10
amsterdam_10.csv,https://www.pararius.com/apartment-for-rent/amsterdam/359e2675/stadionplein,Apartment Stadionplein,1076 CK (Stadionbuurt),2975,80,3,Furnished,"In Amsterdam South situated newly renovated and furnished 2 double bed bedroom apartment. Situated on the 1st floor of the property. Apartment has two almost similar bedrooms with double bed. Walking distance 2 minutes to super market Albert Heijn, lunch rooms, restaurants. Gym in Olympic Stadion. Exit S108 to ring road Amsterdam around the corner. Direct bus to Schiphol Airport with bus stop on 400 meter distance. Parking with permit, no waiting list. Apartment is well isolated and has double windows.",12-08-2022,01-10-2022,Specifics are not available,Excellent,170,Apartment,Existing building,1930,in a residential area,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/359e2675/amsterdam/tvn-real-estate/request-details,2022-08-12
amsterdam_10.csv,https://www.pararius.com/apartment-for-rent/amsterdam/cc718914/van-tuyll-van-serooskerkenweg,Apartment Van Tuyll van Serooskerkenweg,1076 JL (Stadionbuurt),3750,122,5,Furnished,Amazing fully furnished triple floor apartment (122m2) with incredible roof terrace ,12-08-2022,Not available to book,Specifics are not available,Excellent,756,Apartment,Existing building,1930,in a residential area,3,2,1,Present,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/cc718914/amsterdam/relocation-amsterdam/request-details,2022-08-12
amsterdam_15.csv,https://www.pararius.com/apartment-for-rent/amsterdam/45dff200/van-tuyll-van-serooskerkenweg,Apartment Van Tuyll van Serooskerkenweg,1076 JL (Stadionbuurt),3450,122,5,Furnished,Amazing fully furnished triple floor apartment (122m2) with incredible roof terrace ,17-08-2022,Not available to book,Specifics are not available,Excellent,756,Apartment,Existing building,1930,in a residential area,3,2,1,Present,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/45dff200/amsterdam/relocation-amsterdam/request-details,18-08-2022
amsterdam_20.csv,https://www.pararius.com/apartment-for-rent/amsterdam/f72b1a43/van-tuyll-van-serooskerkenweg,Apartment Van Tuyll van Serooskerkenweg,1076 JL (Stadionbuurt),3425,122,5,Furnished,Amazing fully furnished triple floor apartment (122m2) with incredible roof terrace ,22-08-2022,Not available to book,Specifics are not available,Excellent,756,Apartment,Existing building,1930,in a residential area,3,2,1,Present,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f72b1a43/amsterdam/relocation-amsterdam/request-details,22-08-2022
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/f84ee65b/johannes-verhulststraat,Apartment Johannes Verhulststraat,1075 HC (Willemspark),2850,75,3,Furnished,"Beautifully renovated and fully furnished luxury two bedroom apartment with amazing roof terrace, situated in the upscale neighbourhood of Amsterdam Old South. ",23-08-2022,Not available to book,Specifics are not available,Excellent,210,Apartment,Existing building,1930,Location type is not available,2,1,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f84ee65b/amsterdam/relocation-amsterdam/request-details,25-08-2022
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/286d864c/govert-flinckstraat,Apartment Govert Flinckstraat 155 II/III,1073 BS (Oude Pijp),2250,85,3,Upholstered,"Renovated (2019) unfurnished apartment in the middle of the bustling de Pijp area! This double floor apartment on the second and third floor comes UNFURNISHED and has beautiful wooden floors, high ceilings, 2 spacious bedrooms and a modern bathroom and kitchen equipped with AEG appliances.",23-08-2022,Not available to book,Specifics are not available,Good,270,Apartment,Existing building,1930,On a quiet road,2,1,2,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/286d864c/amsterdam/jlg-real-estate/request-details,25-08-2022
amsterdam_25.csv,https://www.pararius.com/apartment-for-rent/amsterdam/4f03bf96/westerstraat,Apartment Westerstraat,1015 LZ (Jordaan),1850,50,2,Upholstered,Nice upholstered apartment for rent in Amsterdam with 1 bedroom in the Jordaan district.,29-08-2022,15-10-2022,Specifics are not available,Good,145,Apartment,Existing building,1930,In the city centre,1,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4f03bf96/amsterdam/v-amsterdam/request-details,30-08-2022
amsterdam_27.csv,https://www.pararius.com/apartment-for-rent/amsterdam/889d731a/amstelkade,Apartment Amstelkade 89 1,1078 AN (IJselbuurt),2100,60,3,Furnished,Please be aware that viewings can only be booked by responding online on this advertisement. It is not possible to schedule a viewing by phone.,31-08-2022,Not available to book,Specifics are not available,Upkeep is not available,180,Apartment,Existing building,1930,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/889d731a/amsterdam/amsterdam-housing/request-details,2022-09-01
amsterdam_29.csv,https://www.pararius.com/apartment-for-rent/amsterdam/75b186c2/amazonenstraat,Apartment Amazonenstraat,1076 LL (Stadionbuurt),2475,78,3,Furnished,Interested?,02-09-2022,03-10-2022,Specifics are not available,Good,210,Apartment,Existing building,1930,Location type is not available,1,1,1,Details of balcony is not available,Present (30 m²),Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/75b186c2/amsterdam/inxxx-rentals/request-details,2022-09-03
amsterdam_30.csv,https://www.pararius.com/apartment-for-rent/amsterdam/340014bf/gerard-doustraat,Apartment Gerard Doustraat,1072 VK (Oude Pijp),1695,44,2,Upholstered,Interested?,03-09-2022,03-10-2022,Specifics are not available,Good,110,Apartment,Existing building,1930,in a residential area,1,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/340014bf/amsterdam/inxxx-rentals/request-details,2022-09-04
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/9ed6b0fd/stadionplein,Apartment Stadionplein 81,1076 CK (Stadionbuurt),3250,120,4,Upholstered,Stadionplein 81H Amsterdam (approx. 120m²),02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,300,Apartment,Existing building,1931,Location type is not available,3,2,2,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9ed6b0fd/amsterdam/holland-home-management/request-details,2022-08-03 17:18:11
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/ef381555/korte-prinsengracht,Apartment Korte Prinsengracht 25,1013 GN (Haarlemmerbuurt),2000,62,3,Upholstered or furnished,Beautiful furnished or upholstered apartment for rent in Amsterdam with 2 bedrooms in the Haarlemmerbuurt district.,29-07-2022,01-09-2022,Protected townscape,Excellent,200,Apartment,Existing building,1931,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Beperkt,Yes,https://www.pararius.com/contact/ef381555/amsterdam/beerschoten-makelaars/request-details,2022-08-03 17:19:27
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/a83e01c6/bos-en-lommerweg,Apartment Bos en Lommerweg 28 H,1055 EB (Landlust),1550,46,3,Upholstered or furnished,update ,28-07-2022,Not available to book,Specifics are not available,Good,150,Apartment,Existing building,1931,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/a83e01c6/amsterdam/linger-og/request-details,2022-08-03 17:19:45
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/fb4ff09b/stadionkade,Apartment Stadionkade 19 III,1077 VK (Apollobuurt),6000,240,8,Interior is not available,Stadionkade 19-III 1077 VK Amsterdam,25-07-2022,consultation,Specifics are not available,Excellent,630,Apartment,Existing building,1931,Location type is not available,6,2,3,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/fb4ff09b/amsterdam/rappange-makelaardij/request-details,2022-08-03 17:20:25
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/720125f3/albrecht-duererstraat,Apartment Albrecht Dürerstraat 39 II,1077 LX (Apollobuurt),3900,186,5,Upholstered,Unfurnished spacious family home in the old South.,25-07-2022,Not available to book,Specifics are not available,Good,520,Apartment,Existing building,1931,Location type is not available,4,2,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/720125f3/amsterdam/dutch-housing-centre-bv/request-details,2022-08-03 17:20:39
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/85037793/amazonenstraat,Apartment Amazonenstraat 65 bov,1076 LH (Stadionbuurt),2500,90,3,Interior is not available,AVAILABLE DIRECTLY/NOT FOR SHARING:,4 weeks,consultation,Specifics are not available,Good,270,Apartment,Existing building,1931,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/85037793/amsterdam/recourt-makelaars/request-details,2022-08-03 17:23:12
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/6bca2460/lomanstraat,Apartment Lomanstraat 24 2,1075 RB (Willemspark),2250,70,3,Furnished,Nicely furnished two bedroom apartment in one of the most beautiful streets of Amsterdam Old South.,6 weeks,Not available to book,Specifics are not available,Upkeep is not available,200,Apartment,Existing building,1931,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6bca2460/amsterdam/parker-williams-real-estate-services/request-details,2022-08-03 17:23:48
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/af2af9b9/rooseveltlaan,Apartment Rooseveltlaan 168 2,1078 NT (Scheldebuurt),2550,101,5,Interior is not available,"Rooseveltlaan 168-2, 1078 NT Amsterdam",5 weeks,15-08-2022,Specifics are not available,Good,339,Apartment,Existing building,1931,in a residential area,3,1,1,Present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/af2af9b9/amsterdam/peter-bruin-makelaardij/request-details,2022-08-03 17:26:59
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/d2d1d984/nepveustraat,Apartment Nepveustraat 14 I,1058 XP (Westindische Buurt),2200,61,3,Upholstered or furnished,This is a wonderful apartment that has everything you need and is located in Amsterdam-West near de Schinkel and popular Vondelpark! ,04-08-2022,16-08-2022,Specifics are not available,Good,158,Apartment,Existing building,1931,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d2d1d984/amsterdam/ib-makelaars/request-details,2022-08-04 22:28:29
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/3d378f45/michelangelostraat,Apartment Michelangelostraat,1077 BZ (Apollobuurt),2350,85,4,Upholstered,Lovely upholstered apartment for rent in Amsterdam with 2 bedrooms in the Apollobuurt district.,04-08-2022,Not available to book,Specifics are not available,Reasonable,246,Apartment,Existing building,1931,Location type is not available,2,1,2,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3d378f45/amsterdam/valerius-rentals/request-details,2022-08-04 22:28:44
amsterdam_4.csv,https://www.pararius.com/apartment-for-rent/amsterdam/cd2f8335/van-tuyll-van-serooskerkenweg,Apartment Van Tuyll van Serooskerkenweg,1076 JJ (Stadionbuurt),3750,140,7,Upholstered,DIRECTLY AVAILABLE: PERFECT FAMILY HOME AT A HIGHLY POPULAIR LOCATION,05-08-2022,Not available to book,Specifics are not available,Excellent,420,Apartment,Existing building,1931,in a residential area,4,1,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/cd2f8335/amsterdam/rotsvast-amsterdam/request-details,2022-08-06
amsterdam_7.csv,https://www.pararius.com/apartment-for-rent/amsterdam/63b4953f/michelangelostraat,Apartment Michelangelostraat 105,1077 CA (Apollobuurt),4250,130,5,Upholstered,Conveniently located upholstered apartment for rent in Amsterdam with 4 bedrooms in the Apollobuurt district.,09-08-2022,consultation,Specifics are not available,Excellent,507,Apartment,Existing building,1931,On a quiet road,4,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/63b4953f/amsterdam/21-zuid-makelaardij/request-details,2022-08-09
amsterdam_7.csv,https://www.pararius.com/apartment-for-rent/amsterdam/f7af7d2a/korte-geuzenstraat,Apartment Korte Geuzenstraat,1056 KZ (Geuzenbuurt),1275,31,2,Interior is not available,Comfortable apartment for rent in Amsterdam with 1 bedroom in the Geuzenbuurt district.,09-08-2022,01-10-2022,Specifics are not available,Good,99,Apartment,Existing building,1931,Location type is not available,1,Number of bathrooms is not available,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/f7af7d2a/amsterdam/rebid/request-details,2022-08-09
amsterdam_7.csv,https://www.pararius.com/apartment-for-rent/amsterdam/23f1cebe/geuzenstraat,Apartment Geuzenstraat 74,1056 KG (Geuzenbuurt),2500,87,3,Interior is not available,"AVAILABLE AS FROM 1ST OCTOBER:  This beautiful luxury ground floor apartment (approx. 87 m2) located in the lively Amsterdam-West has 2 equally spacious bedrooms, 2 bathrooms, a beautiful modern open plan kitchen with bar and a large garden (approx. 90 m2!) with shed. The entire house has been completely renovated and stylishly furnished.",08-08-2022,consultation,Specifics are not available,Excellent,240,Apartment,Existing building,1931,Location type is not available,2,2,1,Not present,"Present (104 m², located on the west)",Present,Vrijstaand hout,Yes,https://www.pararius.com/contact/23f1cebe/amsterdam/21-zuid-makelaardij/request-details,2022-08-09
amsterdam_8.csv,https://www.pararius.com/apartment-for-rent/amsterdam/e3897b68/courbetstraat,Apartment Courbetstraat 17 2,1077 ZR (Apollobuurt),2495,95,3,Upholstered or furnished,"Recently luxuriously renovated spacious 2-bedroom apartment, located in a quiet wide street in the great Old South district. (Oud Zuid).",10-08-2022,01-10-2022,Specifics are not available,Good,321,Apartment,Existing building,1931,In the city centre,2,1,1,Present,Not present,Details of storage is not available,Parkeerplaats,Yes,https://www.pararius.com/contact/e3897b68/amsterdam/ehr-amsterdam-2/request-details,2022-08-10
amsterdam_8.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c0e2f461/deltastraat,Apartment Deltastraat,1078 PC (Scheldebuurt),2500,90,3,Furnished,"Lovely furnished ground floor 2 bedroom apartment with a private garden. The tiles in this particular house are based on the spectacular colorful porticos in the nearby streets. These tiles have beautiful colors like yellow, blue, gray, and black and white; the color scheme and patterns you can find in the house are modern, they derive from a computer language, although not too obvious. The bathroom and sauna are between the two bedrooms. The master bedroom is connected to the sauna and the garden. The other bedroom has a view of the street. In the middle of the house is the dining room next to the kitchen, separated by a glass wall. Also the apt has 2 toilets.",10-08-2022,Not available to book,Specifics are not available,Good,250,Apartment,Existing building,1931,Location type is not available,2,1,1,Details of balcony is not available,Present (27 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/c0e2f461/amsterdam/amsterdam-rentals/request-details,2022-08-10
amsterdam_8.csv,https://www.pararius.com/apartment-for-rent/amsterdam/81f83915/legmeerstraat,Apartment Legmeerstraat,1058 NG (Hoofddorppleinbuurt),1800,75,2,Furnished,Very nice and neat one bedroom apartment for rent of approximately 75m² on the Legmeerstraat in Amsterdam Oud-Zuid / Hoofddorppleinbuurt. The house is located on the ground floor and has a very nice and well-maintained garden of 55m².,28-07-2022,Not available to book,Specifics are not available,Good,225,Apartment,Existing building,1931,Location type is not available,1,1,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/81f83915/amsterdam/compass-housing-amsterdam/request-details,2022-08-10
amsterdam_9.csv,https://www.pararius.com/apartment-for-rent/amsterdam/1eab4e3b/vossiusstraat,Apartment Vossiusstraat 39 hs,1071 AH (Museumkwartier),7750,260,7,Upholstered,We offer a unique property right next to the Vondelpark with a spacious south facing garden.,11-08-2022,Not available to book,Specifics are not available,Excellent,800,Apartment,Existing building,1931,Location type is not available,4,2,3,Not present,"Present (150 m², located on the south)",Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1eab4e3b/amsterdam/dutch-housing-centre-bv/request-details,2022-08-11
amsterdam_14.csv,https://www.pararius.com/apartment-for-rent/amsterdam/49f33879/legmeerstraat,Apartment Legmeerstraat,1058 NA (Hoofddorppleinbuurt),2150,75,2,Furnished,We offer this renovated extended ground floor apartment on the most beautiful part of the Legmeerstraat. The apartment has a lovely garden. Within walking distance is the Vondelpark as well as a wide variety of restaurants and shops. You can reach the center of Amsterdam in 10 minutes by bike!,15-08-2022,03-09-2022,Specifics are not available,Good,210,Apartment,Existing building,1931,Location type is not available,1,1,1,Details of balcony is not available,Present (25 m²),Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/49f33879/amsterdam/housing-experts/request-details,2022-08-17
amsterdam_14.csv,https://www.pararius.com/apartment-for-rent/amsterdam/aed20809/hectorstraat,Apartment Hectorstraat,1076 PM (Stadionbuurt),1800,69,2,Upholstered,Layout:,15-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1931,Location type is not available,1,1,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/aed20809/amsterdam/123wonen-amsterdam/request-details,2022-08-17
amsterdam_14.csv,https://www.pararius.com/apartment-for-rent/amsterdam/6ef7695d/stadionweg,Apartment Stadionweg,1077 TB (Apollobuurt),2250,85,3,Interior is not available,Lovely apartment for rent in Amsterdam with 2 bedrooms in the Apollobuurt district.,15-08-2022,01-09-2022,Specifics are not available,Good,240,Apartment,Existing building,1931,in a residential area,2,1,1,Not present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/6ef7695d/amsterdam/heeren-makelaars-b-v/request-details,2022-08-17
